"cohen_d_xaxis","cohen_d_yaxis","pvalue_negneg","pvalue_pospos","xaxis","yaxis","feat","cancer_type","nPosX","nPosY","nSamplesX","nSamplesY"
-0.52590512136033,-0.52590512136033,0.0495049504950495,0.594059405940594,"Cisplatin","Oxaliplatin","AHNAK_mut","BLCA",2,2,18,18
-0.379832140714597,-0.379832140714597,0.0792079207920792,0.613861386138614,"Cisplatin","Oxaliplatin","ARID1A_mut","BLCA",5,5,18,18
1.35457859104681,1.35457859104681,0.95049504950495,0.0198019801980198,"Cisplatin","Oxaliplatin","CAD_mut","BLCA",2,2,18,18
-0.805691656429664,-0.805691656429664,0.0495049504950495,0.693069306930693,"Cisplatin","Oxaliplatin","CDKN1A_mut","BLCA",3,3,18,18
0.812167410832524,0.812167410832524,0.861386138613861,0.0099009900990099,"Cisplatin","Oxaliplatin","EP300_mut","BLCA",4,4,18,18
-0.0770517036155818,-0.0770517036155818,NA,NA,"Cisplatin","Oxaliplatin","KDM6A_mut","BLCA",2,2,18,18
-1.67584514106755,-1.67584514106755,0.0099009900990099,0.95049504950495,"Cisplatin","Oxaliplatin","MAP4K3_mut","BLCA",2,2,18,18
0.966590581065921,0.966590581065921,0.831683168316832,0.0198019801980198,"Cisplatin","Oxaliplatin","MLL2_mut","BLCA",3,3,18,18
0.635090913966632,0.635090913966632,0.633663366336634,0.0693069306930693,"Cisplatin","Oxaliplatin","NCOR1_mut","BLCA",2,2,18,18
-0.989559425563276,-0.989559425563276,0.0198019801980198,0.831683168316832,"Cisplatin","Oxaliplatin","NF2_mut","BLCA",2,2,18,18
-0.0510018217433377,-0.0510018217433377,NA,NA,"Cisplatin","Oxaliplatin","NRAS_mut","BLCA",3,3,18,18
-0.0629358195232931,-0.0629358195232931,NA,NA,"Cisplatin","Oxaliplatin","RB1_mut","BLCA",6,6,18,18
0.728979491624164,0.728979491624164,0.831683168316832,0.0198019801980198,"Cisplatin","Oxaliplatin","TP53_mut","BLCA",14,14,18,18
0.0638841806325679,0.0638841806325679,NA,NA,"Cisplatin","Oxaliplatin","gain:cnaBLCA1","BLCA",2,2,18,18
-1.67584514106755,-1.67584514106755,0.0198019801980198,0.900990099009901,"Cisplatin","Oxaliplatin","gain:cnaBLCA3 (GATA3,KLF6,LARP4B,VIM)","BLCA",2,2,18,18
0.478200132533414,0.478200132533414,0.574257425742574,0.0891089108910891,"Cisplatin","Oxaliplatin","loss:cnaBLCA5 (FAT1,IRF2)","BLCA",5,5,18,18
0.132943811720202,0.132943811720202,NA,NA,"Cisplatin","Oxaliplatin","gain:cnaBLCA9","BLCA",4,4,18,18
0.0638841806325679,0.0638841806325679,NA,NA,"Cisplatin","Oxaliplatin","gain:cnaBLCA12 (MACF1)","BLCA",2,2,18,18
-1.95927733384535,-1.95927733384535,0.0099009900990099,0.95049504950495,"Cisplatin","Oxaliplatin","gain:cnaBLCA13 (SDHC)","BLCA",2,2,18,18
0.0997277428979644,0.0997277428979644,NA,NA,"Cisplatin","Oxaliplatin","gain:cnaBLCA15 (ASXL1)","BLCA",5,5,18,18
